Current Medical Endorsed Retailers,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
License,UBI,Tradename,Privilege,Status,Med Privilege Code,Termination Code,Street Adress,Suite Rm,City,State,County,Zip Code,Date Created,Day Phone,Email
414733,6033585480010001,420 WEST                                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,410 RONLEE LN NW A1           ,                         ,OLYMPIA                 ,WA,THURSTON,985029266,20151009,3604026368,CHAMPAGNEPRODUCTS@GMAIL.COM
421759,6041829490010001,"420ME, LLC                                   ",MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,430 CARPENTER RD SE           ,                         ,LACEY                   ,WA,THURSTON,985037930,20180111,3604026368,CHAMPAGNEPRODUCTS@GMAIL.COM
421491,6032945690010002,A & J MANAGEMENT GROUP                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,234 DIVISION ST NW STE B      ,                         ,OLYMPIA                 ,WA,THURSTON,985024916,20160209,5055507710,JENNARAE51@GMAIL.COM
414441,6034501390010005,A GREENER TODAY MARIJUANA                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,5209 MARTIN LUTHER KING JR.   ,WAY S                    ,SEATTLE                 ,WA,KING,981186131,20161216,4257736037,BRIE.DYSON@GMAIL.COM
414814,6034501390010003,A GREENER TODAY MARIJUANA                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,16053 AURORA AVE N STE B      ,STE B                    ,SHORELINE               ,WA,KING,981332610,20170324,4257736021,BRIEAGT@GMAIL.COM
422044,6041339060010001,A GREENER TODAY MARIJUANA                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,19315 BOTHELL EVERETT HWY #1  ,UNIT 1                   ,BOTHELL                 ,WA,SNOHOMISH,980127112,20171121,4257736021,BRIE.DYSON@GMAIL.COM
426039,6035146970010003,A GREENER TODAY WALLA WALLA                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,655 WEST POPLAR ST            ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993620000,20180223,2063803608,JOSE.CHAVIRA@LIVE.COM
422849,6035939070010002,A PIPE DREAM                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,360 STATE ROUTE 7             ,                         ,MORTON                  ,WA,LEWIS,983560000,20180618,5033170557,mjfinn11@gmail.com
422765,6035572950010001,ACCESS CANIBUS LLC                           ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3082 WAITTS LAKE RD           ,                         ,VALLEY                  ,WA,STEVENS,991810000,20171003,3604703051,ACCESSCANIBUSRAP@GMAIL.COM
77000,6032719560010007,ALTERNATIVE MEDICINE COLLECTIVE              ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,15041 BOTHELL WAY NE          ,                         ,LAKE FOREST PARK        ,WA,KING,981557603,20180409,2069159212,jonsherman360@gmail.com
414225,6033570900010001,ALTITUDE                                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,260 MERLOT DR                 ,                         ,PROSSER                 ,WA,BENTON,993500000,20151009,5097864200,LVCOMMODITY@YAHOO.COM
415486,6035989000010001,ALWAYS GREENER DOWNTOWN                      ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,15937 REDMOND WAY STE B       ,                         ,REDMOND                 ,WA,KING,980523836,20160823,4258615497,SHAUNA@THEGRASSISALWAYS.COM
422954,6033525730010005,AMERICAN HARVEST                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,7550 US 97                    ,                         ,PESHASTIN               ,WA,CHELAN,988470000,20170110,5033177035,KELANI.HOKU@GMAIL.COM
421652,6033570100010002,ANACORTES CANNABIS                           ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,7656 STATE ROUTE 20 UNIT A    ,                         ,ANACORTES               ,WA,SKAGIT,982218311,20160426,3605886222,ANACORTESNATURALMEDICINE@GMAIL.COM
421110,6033264170010002,APEX CANNABIS                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,955 W BROADWAY AVE            ,                         ,MOSES LAKE              ,WA,GRANT,988370000,20160426,5094990646,STEPHANIE.PETERSON@APEXCANNABIS.COM
422447,6033264170010004,APEX CANNABIS                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,21502 E GILBERT RD            ,                         ,OTIS ORCHARDS           ,WA,SPOKANE,990279241,20160622,5094990646,STEPHANIE.PETERSON@APEXCANNABIS.COM
414558,6032410690010002,B STREET BUD                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,400 BURDIN AVE                ,                         ,GRAND COULEE            ,WA,GRANT,991335009,20160309,5096332453,INFO@BSTREETBUD.COM
85059,6033524760010006,BAD ASS WEED CO.                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,8459 MAIN ST  UNIT B          ,UNIT B                   ,DRYDEN                  ,WA,CHELAN,988210000,20170718,5098885712,DABNABBITS@YAHOO.COM
420478,6034395390010001,BATSTONE BUD SHOP                            ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,933 E JOHNS PRAIRIE RD        ,                         ,SHELTON                 ,WA,MASON,985841270,20160229,3604908753,DENNYD1US@YAHOO.COM
426125,6033504230010004,BELLEVUE MARIJUANA                           ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,638 116TH AVE NE              ,                         ,BELLEVUE                ,WA,KING,980045216,20180117,4254535749,tera@globaltr.net
421709,6035924360010001,BETTER BUDS                                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,841 NESS CORNER RD  STE B     ,STE B                    ,PORT HADLOCK            ,WA,JEFFERSON,983399572,20160715,3607316611,D.COMEAU@COMCAST.NET
425965,6033530980010004,BETTER BUDS                                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,10384 SILVERDALE WAY NW STE 10,                         ,SILVERDALE              ,WA,KITSAP,983837670,20171229,3607316611,D.COMEAU@COMCAST.NET
422202,6030688930010003,BLOWIN SMOKE                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1967 HIGHWAY 395 S STE C      ,                         ,CHEWELAH                ,WA,STEVENS,991099708,20160315,5099357420,BLOWINSMOKE.WA@GMAIL.COM
413802,6033518190010001,BUD COMMANDER                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,849 TROSPER RD SW STE 207     ,                         ,TUMWATER                ,WA,THURSTON,985128145,20151210,3606881709,MOOREHEMPCO@GMAIL.COM
415203,6030294870010004,BUD NATION                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,9640 16TH AVE SW STE C & D    ,STE C & D                ,SEATTLE                 ,WA,KING,981062827,20180615,2068198898,PKK72@COMCAST.NET
413893,6033590560010001,BUDDY'S                                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,420 SUNSET BLVD NE STE A      ,                         ,RENTON                  ,WA,KING,980555512,20160419,4254080395,MYLES3369@HOTMAIL.COM
420661,6035688640010001,BUDEEZ                                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2111 E 11TH ST                ,                         ,BREMERTON               ,WA,KITSAP,983104810,20160421,3606207114,KENBARLEY1@GMAIL.COM
421005,6033500470010006,BUDS GARAGE                                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3015 EVERETT AVE              ,                         ,EVERETT                 ,WA,SNOHOMISH,982013822,20151104,4258793437,BRIANBODGE@MSN.COM
422913,6036043990010001,CANNA CASA                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3818 OLD HIGHWAY 99 S RD      ,                         ,MOUNT VERNON            ,WA,SKAGIT,982739018,20180215,2532225697,malkitsingh@comcast.net
420666,6033595980010008,CANNA WEST SEATTLE                           ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,5440 CALIFORNIA AVE SW        ,                         ,SEATTLE                 ,WA,KING,981361513,20180604,2066969240,LTCLLC11@GMAIL.COM
414211,6034482820010001,CANNA4LIFE                                   ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,721 6TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,994032001,20180117,5097801120,bethanycanna4life@gmail.com
360307,6033510980010004,CANNABIS & GLASS                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,605 E FRANCIS                 ,                         ,SPOKANE                 ,WA,SPOKANE,992080000,20180320,5099991112,NXNWRETAIL@GMAIL.COM
415567,6033565140010002,CANNABIS 21                                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1000 E WISHKAH ST             ,                         ,ABERDEEN                ,WA,GRAYS HARBOR,985200000,20180402,3602397149,CANNABIS21ABERDEEN@GMAIL.COM
422944,6033839340010002,CANNABIS CENTRAL                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1514 W UNIVERSITY WAY         ,                         ,ELLENSBURG              ,WA,KITTITAS,989262337,20160408,5092011144,ROB@ELLENSBURGAPOTHECARY.COM
413319,6033392690010001,CANNABIS CITY                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2733 4TH AVE S  1ST FLOOR     ,1ST FLOOR UNIT           ,SEATTLE                 ,WA,KING,981341912,20151105,2066821332,CEO@CANNABIS.CITY
414970,6033592740010003,CANNABIS COUNTRY STORE                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1910 W MAIN ST SUITE 101      ,                         ,BATTLE GROUND           ,WA,CLARK,986040000,20151010,3607987194,C4UAGRI@GMAIL.COM
423542,6031854210010003,CANNABIS PROVISIONS EAST                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,831 N MILLER ST               ,                         ,WENATCHEE               ,WA,CHELAN,988012046,20161122,2533347082,dzungnguyen83@yahoo.com
423542,6031854210010003,CANNABIS PROVISIONS EAST                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,9423 MRTN LUTHER KING JR WAY S,STE C                    ,SEATTLE                 ,WA,KING,981185417,20161122,2533347082,dzungnguyen83@yahoo.com
402780,6035462660010004,CANNABIS SUPER STORE                         ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,705 EAST 1ST ST               ,                         ,CLE ELUM                ,WA,KITTITAS,989221252,20160912,5096745356,GENE@GENEMORGAN.COM
422466,6035941580010001,CANNABIS SWEET RELIEF                        ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2427 W SIMS WAY STE F         ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983682247,20180306,5416109508,CMN1ENTERPRISES@GMAIL.COM
415575,6033596150010001,CANNABLYSS                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2705 HARTFORD DR STE A        ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982589204,20151116,4253277529,sungrownorganix@gmaili.com
414060,6033457670010003,CANNAREX                                     ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,2714 HENSON RD                ,                         ,MOUNT VERNON            ,WA,SKAGIT,982739036,20151023,4254058179,PAULCHOCPA@YAHOO.COM
421813,6033548000010003,CANNAZONE                                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,5655 GUIDE MERIDIAN STE B     ,SUITE B                  ,BELLINGHAM              ,WA,WHATCOM,982269722,20160729,8602092288,CANNAZONEBELLINGHAM@GMAIL.COM
424599,6033548000010004,CANNAZONE                                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,17905 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982733269,20170316,8602092288,JJREIG77@YAHOO.COM
413700,6022089500010003,CARIBOU CORNER CANNABIS                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,23251 HWY 20                  ,                         ,OKANOGAN                ,WA,OKANOGAN,988400000,20180309,5094296082,CARIBOUCORNERCANNABIS@GMAIL.COM
421507,6035188950010003,CARLTON CANNABIS                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2256 HWY 153 STE B            ,                         ,CARLTON                 ,WA,OKANOGAN,988149004,20170125,3607853843,MRFLAMEFIGHTER@GMAIL.COM
415094,6033587380010002,CASCADE HERB COMPANY                         ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1240 E MAPLE ST STE 103       ,                         ,BELLINGHAM              ,WA,WHATCOM,982250000,20151217,3607782357,CASCADEHERB@GMAIL.COM
413492,6035262460010001,CHIMACUM CANNABIS                            ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,9034 BEAVER VALLEY ROAD       ,                         ,CHIMACUM                ,WA,JEFFERSON,983258781,20160621,2066818394,CHIMACUMCANNABIS@GMAIL.COM
414817,6033524120010004,CINDER                                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1421 N MULLAN RD STE B        ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,992064051,20151010,5092413726,SPOKANEVALLEY@CINDERSMOKE.COM
422294,6033456960010004,CINDER                                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,6010 N DIVISION ST            ,                         ,SPOKANE                 ,WA,SPOKANE,992081028,20180606,5092413091,justin@cindersmoke.com
413358,6032670810010002,CLEAR CHOICE CANNABIS                        ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,8001 S HOSMER ST              ,                         ,TACOMA                  ,WA,PIERCE,984081017,20151015,2534445444,CLEARCHOICECANNABIS@GMAIL.COM
414787,6036161120010001,CPC TWO                                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,8600 LAKE CITY WAY NE         ,                         ,SEATTLE                 ,WA,KING,981153260,20171026,2066969765,ryanc@thebakereeseattle.com
413729,6033507270010001,CULT. CANNABIS CO.                           ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,6061 PORTAL WAY               ,                         ,FERNDALE                ,WA,WHATCOM,982489360,20151009,3605941122,Emikogrubb@gmail.com
420764,6033524760010005,DABNABBITS                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1096 HWY 153                  ,                         ,METHOW                  ,WA,OKANOGAN,988340000,20180212,5098607111,jdhappytrails@yahoo.com
426632,6035831590010005,DADANKO                                      ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,6063B HIGHWAY 291             ,                         ,NINE MILE FALLS         ,WA,STEVENS,990269565,20180413,5097106899,BRANDONOLSON509@GMAIL.COM
413529,6033550270010001,DANCING GYPSIES                              ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,794 KENTUCKY ST               ,                         ,BELLINGHAM              ,WA,WHATCOM,982250000,20151117,2088192110,INFO@CC-SHOPS.COM
422817,6036038240010001,DANK OF AMERICA                              ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2530 PEACE PORTAL DR SUITE B  ,                         ,BLAINE                  ,WA,WHATCOM,982308063,20170206,4252314439,TOM@DANKBANKOFBLAINE.COM
423571,6033500690010007,"DANK'S WONDER EMPORIUM, LLC                  ",MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,6906 MARTIN WAY E             ,STE A                    ,OLYMPIA                 ,WA,THURSTON,985165567,20160812,2535075435,columbiaherbal1502@gmail.com
414503,6034539570010001,DESTINATION HIGHWAY 420                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1225 HOLLIS ST                ,                         ,BREMERTON               ,WA,KITSAP,983103611,20160510,3603406996,MICHELLEDESTHWY420@OUTLOOK.COM
413374,6033542940010001,DIAMOND GREEN                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,4002 S 12TH ST                ,                         ,TACOMA                  ,WA,PIERCE,984051509,20151009,2532225697,MALKITSINGH@COMCAST.NET
423036,6035859930010001,DISCOVERY BAY CANNABIS                       ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,282023 HWY 101                ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983689331,20160527,2066607221,TOMBATES1967@GMAIL.COM
414174,6033563140010001,DOCKSIDE CANNABIS                            ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1728 4TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981340000,20151214,2062236292,OSCARV@DOCKSIDECANNABIS.COM
414569,6033546970010003,DOCKSIDE CANNABIS                            ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,15001 AURORA AVE N            ,STE 15029                ,SHORELINE               ,WA,KING,981336134,20151214,2066186094,MARIA.MOSES@GMAIL.COM
412865,6034219970010001,DOUGLAS COUNTY 502                           ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2512 FOSTER CREEK AVE         ,                         ,BRIDGEPORT              ,WA,DOUGLAS,988130000,20151012,5033177035,KELANI.HOKU@GMAIL.COM
424633,6035502700010001,EMERALD CITY CRONICS                         ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,RETAIL TITLE CERTIFICATE      ,                         ,OTHELLO                 ,WA,FRANKLIN,993440000,20180326,2067908124,IIIKINGCOMPANY@GMAIL.COM
413363,6035615210010001,EMERALD LEAVES                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2702 6TH AVE                  ,                         ,TACOMA                  ,WA,PIERCE,984067213,20160329,2064825627,EMERALDLEAVESTAC@GMAIL.COM
424463,6035692810010002,EPHEMERAL TOAST                              ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,4601 LEARY WAY NW             ,                         ,SEATTLE                 ,WA,KING,981074544,20180515,2066186094,MARIA.MOSES@GMAIL.COM
425185,6040140410010001,EUPHORIC 360                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,6326 MARTIN WAY E STE 103     ,                         ,LACEY                   ,WA,THURSTON,985165561,20171115,3608922878,jtanner@tcgstores.com
414495,6033549340010003,EUPHORIUM                                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,21127 STATE ROUTE 9 SE        ,                         ,WOODINVILLE             ,WA,SNOHOMISH,980729703,20160727,2063352683,MSONEPHATHOUM@ME.COM
84130,6033543680010004,EUPHORIUM 420                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,19525 BOTHELL EVERETT HWY A   ,                         ,BOTHELL                 ,WA,SNOHOMISH,980127116,20160701,9168359616,BEN@URBANPATCH.COM
414491,6033549480010002,EUPHORIUM 420                                ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,27623 COVINGTON WAY SE UNIT 1 ,                         ,COVINGTON               ,WA,KING,980420000,20151011,9168359616,BEN@URBANPATCH.COM
414500,6033538920010001,EUPHORIUM 420                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,20925 CYPRESS WAY STE C 103   ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980367989,20151011,9168359616,BEN@URBANPATCH.COM
420895,6041488560010001,EUPHORIUM 420                                ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,17917 VASHON HWY SW           ,                         ,VASHON                  ,WA,KING,980705204,20180125,4255774533,ben@urbanpatch.com
425605,6032170680010009,EVERGREEN MEADOWS                            ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,208 E PINE ST                 ,                         ,SHELTON                 ,WA,MASON,985841418,20170925,2063513193,BWMBBK@GMAIL.COM
422825,6036041830010001,EVERGREEN STATE ENTERPRISES                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,847 E SR 4                    ,                         ,CATHLAMET               ,WA,WAHKIAKUM,986120000,20170530,5033170557,MARKGRAHMBREWER@GMAIL.COM
421878,6036041830010002,EVERGREEN STATE ENTERPRISES LLC              ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3941 COLVILLE RD              ,                         ,LOON LAKE               ,WA,STEVENS,991480000,20171129,3604702621,mjfinn11@gmail.com
426448,6035781200010004,EXPONENTIAL 3                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1260 116TH AVE NE STE D       ,                         ,BELLEVUE                ,WA,KING,980043800,20180314,2068527155,arne@exponential2.com
79720,6035601210010004,FILLABONG                                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3249 PERRY AVE                ,SUITE B                  ,BREMERTON               ,WA,KITSAP,983105371,20161121,3604432293,AYLA4FILLABONG@OUTLOOK.COM
415211,6035601210010002,FILLABONG                                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2839 NW KITSAP PL STE A       ,                         ,SILVERDALE              ,WA,KITSAP,983839447,20160226,3606980353,AKANASSY@COMCAST.NET
422049,6035710750010001,FLOYDS                                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,410 W STATE ST                ,                         ,SEDRO WOOLLEY           ,WA,SKAGIT,982841557,20160916,3605884473,KENBARLEY1@GMAIL.COM
426808,6034232020010003,FORBIDDEN CANNABIS CLUB                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,21509 HWY 410 E STE 1         ,                         ,BONNEY LAKE             ,WA,PIERCE,983910000,20180517,2532241442,HOLISTIC2929@GMAIL.COM
414280,6034103470010001,FREEDOM MARKET                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,820A WESTSIDE HWY             ,                         ,KELSO                   ,WA,COWLITZ,986264355,20151105,3603550682,thefreedommarket420@gmail.com
422459,6041543780010001,FREEDOM MARKET CATHLAMET CORP                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,327 SR 4                      ,                         ,CATHLAMET               ,WA,WAHKIAKUM,986120000,20180124,3607036090,THEFREEDOMMARKET420@GMAIL.COM
421757,6040523690010001,FREEDOM MARKET ILWACO                        ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,133 HOWERTON AVE SE STE B     ,                         ,ILWACO                  ,WA,PACIFIC,986249088,20171128,3607036090,BREANNAROSENELSON@YAHOO.COM
422777,6036018460010001,FREELAND CANNABIS COMPANY                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,18646 SR 525                  ,STE B                    ,FREELAND                ,WA,ISLAND,982498752,20160714,4255126880,whidbeyislandnaturalmedicine@gmail.com
413530,6041989910010001,FRESH GREENS                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,29 HORIZON FLATS RD STE 8     ,                         ,WINTHROP                ,WA,OKANOGAN,988628400,20180330,5094295556,vanlotsband@gmail.com
412922,6028304620010002,FWEEDOM CANNABIS                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,12001 AURORA AVE N            ,UNIT #1                  ,SEATTLE                 ,WA,KING,981338249,20160202,2063515121,FWEEDOMCOLLECTIVE@GMAIL.COM
415031,6033575180010001,FWEEDOM CANNABIS                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,21911 64TH AVE W   STE D      ,STE D                    ,MOUNTLAKE TERRACE       ,WA,SNOHOMISH,980430000,20160622,4259540640,FWEEDOMCANNABIS@GMAIL.COM
415032,6033575180010002,FWEEDOM CANNABIS                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,17869 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982733270,20170317,2063515121,VALERIE.ROSS3315@GMAIL.COM
413558,6033283210010001,GANJA GODDESS                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3207 1ST AVE S UNIT A         ,                         ,SEATTLE                 ,WA,KING,981341819,20160617,2066827220,TAMMARAWELLS@GMAIL.COM
415539,6033594670010003,GANJA VITA                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,23441 NE STATE ROUTE 3        ,                         ,BELFAIR                 ,WA,MASON,985280000,20151011,2535143949,GANJAVITALLC@GMAIL.COM
422168,6035559160010003,GOLD BAR MARIJUANA                           ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,16810 415TH AVE SE STE A-2    ,                         ,GOLD BAR                ,WA,SNOHOMISH,982510000,20160428,2067553751,RUSSIANWORM@GMAIL.COM
415294,6023777230010001,GOODBUDS                                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,5384 NW K RD STE A            ,                         ,QUINCY                  ,WA,GRANT,988480000,20151009,5093988843,RALLS4351@GMAIL.COM
350641,6033271020010001,GREEN FIRE CANNABIS                          ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1956 1ST AVE S                ,                         ,SEATTLE                 ,WA,KING,981341406,20160614,2066233792,RODKRAFKA@HOTMAIL.COM
423779,6033491710010008,GREEN GROTTO                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,22106 SE 51ST PL              ,                         ,ISSAQUAH                ,WA,KING,980272519,20180309,4252466547,greengrotto206@gmail.com
